age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary-class
74.90009462878211,Private,242406,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Male,50651.78620840164,2967.68368961581,99.0,Puerto-Rico,<=50K
20.0,Private,197200,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,99999.0,4000.0,7.49204971348248,United-States,<=50K
20.0,Private,544091,HS-grad,9,Married-AF-spouse,Adm-clerical,Wife,White,Female,0.0,1566.367948891973,1.0,United-States,<=50K
37.70907794838885,Private,84154,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,1.0,?,>50K
64.94564450339321,Self-emp-not-inc,265477,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,28640.43444943834,399.42241450061306,99.0,United-States,<=50K
20.0,Private,507875,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,1.0,United-States,<=50K
52.63340006106029,Self-emp-not-inc,88506,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,4000.0,41.35052896910128,United-States,<=50K
20.0,Private,172987,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,99999.0,0.0,33.17397637455953,United-States,<=50K
90.0,Private,94638,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,23576.765165370565,3744.8835543487908,1.0,United-States,<=50K
20.0,Private,289980,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,88.34038376648942,United-States,<=50K
90.0,Federal-gov,337895,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,31783.233520264515,0.0,40.480797485824624,United-States,>50K
66.67202854770588,Private,144361,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,63794.689232213575,0.0,1.0,United-States,<=50K
90.0,Private,128354,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,55497.74593868992,0.0,1.0,United-States,<=50K
38.62568750481873,State-gov,101603,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,4000.0,99.0,United-States,<=50K
20.0,Private,271466,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,1.0,United-States,<=50K
20.0,Private,32275,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,Other,Female,99999.0,2006.948961311604,99.0,United-States,<=50K
20.0,Private,226956,HS-grad,9,Never-married,Other-service,Own-child,White,Female,99999.0,0.0,99.0,?,<=50K
20.0,Private,51835,Prof-school,15,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,1.0,Honduras,>50K
90.0,Federal-gov,251585,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,32370.79081885869,2029.4695610427996,99.0,United-States,>50K
32.78486868629584,Self-emp-inc,109832,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,24.810798600030715,United-States,<=50K
21.3706510977833,Private,237993,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,99999.0,0.0,1.0,United-States,>50K
68.50646457830213,Private,216666,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,99999.0,414.9395547908132,99.0,Mexico,<=50K
90.0,Private,56352,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0.0,495.99588016701335,26.35262020096163,Puerto-Rico,<=50K
61.46057128757697,Private,147372,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,1967.2299976082097,60.63923079520701,United-States,<=50K
30.69091199514665,Private,188146,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,98415.3752754282,0.0,64.85172365719653,United-States,<=50K
90.0,Private,59496,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,99999.0,2929.361904959244,30.794383410525036,United-States,<=50K
90.0,?,293936,7th-8th,4,Married-spouse-absent,?,Not-in-family,White,Male,0.0,428.9568662802626,1.0,?,<=50K
20.0,Private,149640,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7435.221125867126,0.0,27.845121725867056,United-States,<=50K
20.0,Private,116632,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,16331.23946855953,0.0,96.69623581036376,United-States,>50K
20.0,Private,105598,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0.0,0.0,56.87920080429288,United-States,<=50K
37.14015244783501,Private,155537,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,4000.0,53.42629988107875,United-States,<=50K
36.1667578884735,Private,183175,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,2150.8215799546597,99.0,United-States,<=50K
90.0,Private,169846,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,4000.0,41.20753466021795,United-States,>50K
20.392441547910774,Self-emp-inc,191681,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,42362.949693046714,4000.0,95.89581187348134,United-States,>50K
20.0,?,200681,Some-college,10,Never-married,?,Own-child,White,Male,0.0,0.0,94.27171548343449,United-States,<=50K
90.0,Private,101509,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0.0,4000.0,1.0,United-States,<=50K
20.0,Private,309974,Bachelors,13,Separated,Sales,Own-child,Black,Female,0.0,0.0,1.0,United-States,<=50K
84.2611513475148,Self-emp-not-inc,162298,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,27268.959804802722,837.3165210539688,1.0,United-States,>50K
90.0,Private,211678,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,99.0,United-States,<=50K
44.153563161048076,Private,124744,Some-college,10,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,0.0,929.4161243316595,1.0,United-States,<=50K
20.0,Private,213921,HS-grad,9,Never-married,Other-service,Own-child,White,Male,12482.601516319488,0.0,26.794832422474425,Mexico,<=50K
20.935576934581427,Private,32214,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,99999.0,1280.7183791700675,99.0,United-States,<=50K
20.0,?,212759,10th,6,Married-civ-spouse,?,Husband,White,Male,99999.0,0.0,99.0,United-States,<=50K
20.0,Private,309634,11th,7,Never-married,Other-service,Own-child,White,Female,0.0,414.26536162278256,1.0,United-States,<=50K
20.0,Local-gov,125927,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,99999.0,0.0,1.0,United-States,<=50K
29.75544753242722,Private,446839,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,99999.0,388.4781064671554,8.78266188497404,United-States,<=50K
20.0,Private,276515,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,19274.380247573667,0.0,99.0,Cuba,<=50K
20.0,Private,51618,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,99999.0,0.0,71.39116535782381,United-States,<=50K
20.0,Private,159937,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,12659.304882176535,4000.0,64.14153229282647,United-States,<=50K
20.0,Private,343591,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Female,99999.0,0.0,1.0,United-States,>50K
20.0,Private,346253,HS-grad,9,Divorced,Sales,Own-child,White,Female,0.0,4000.0,5.656704722458496,United-States,<=50K
20.0,Local-gov,268234,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,99999.0,41.07958601283486,99.0,United-States,>50K
77.68611954248207,Private,202051,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1810.7515645662345,99.0,United-States,<=50K
90.0,Private,54334,9th,5,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,19.40525710281179,United-States,<=50K
20.0,Federal-gov,410867,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,84408.24249832767,3319.9526701275568,99.0,United-States,>50K
53.494062521053806,Private,249977,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,0.0,99.0,United-States,<=50K
20.0,Private,286730,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0.0,4000.0,1.0,United-States,<=50K
20.0,Private,212563,Some-college,10,Divorced,Machine-op-inspct,Unmarried,Black,Female,0.0,0.0,36.55281135617296,United-States,<=50K
20.0,Private,117747,HS-grad,9,Married-civ-spouse,Sales,Wife,Asian-Pac-Islander,Female,35122.768468493276,3587.5126194092713,43.64446431523157,?,<=50K
20.0,Local-gov,226296,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,99999.0,0.0,50.55384083445962,United-States,>50K
20.0,Local-gov,115585,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,53341.91499744507,0.0,99.0,United-States,<=50K
90.0,Self-emp-not-inc,191277,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,4000.0,1.0,United-States,>50K
20.0,Private,202683,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,99.0,United-States,>50K
20.0,Private,171095,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Female,72156.46838255817,0.0,1.0,England,<=50K
57.29017525646657,Federal-gov,249409,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0.0,4000.0,51.18716565167966,United-States,<=50K
20.0,Private,124191,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999.0,0.0,1.0,United-States,>50K
20.0,Private,198282,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,71102.25559632631,3215.1203894361884,99.0,United-States,>50K
90.0,Self-emp-not-inc,149116,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,43.88332657209937,United-States,<=50K
34.523068471045896,Private,188300,Some-college,10,Never-married,Tech-support,Own-child,White,Female,99999.0,402.2766872562003,51.81671021930989,United-States,<=50K
64.51354937475045,Private,103432,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,22290.30342327456,0.0,12.234758987521587,United-States,<=50K
49.912284235070516,Self-emp-inc,317660,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,99999.0,55.16268660746743,36.617109773864755,United-States,>50K
20.0,?,304873,10th,6,Never-married,?,Own-child,White,Female,0.0,4000.0,50.760029777958444,United-States,<=50K
90.0,Private,194901,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,48349.23109946043,3557.8960226394734,43.47896231874282,United-States,<=50K
90.0,Local-gov,189265,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,1409.8336350652644,1.0,United-States,<=50K
20.0,Private,124692,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,1.0,United-States,<=50K
58.49114858230994,Private,432376,Bachelors,13,Never-married,Sales,Other-relative,White,Male,99999.0,890.9735275269453,99.0,United-States,<=50K
90.0,Private,65324,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,99.0,United-States,>50K
34.13031723452411,Self-emp-not-inc,335605,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,17675.04540424965,0.0,36.179376104879424,Canada,>50K
90.0,Private,377869,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,40799.371446187375,0.0,99.0,United-States,<=50K
30.298803247270932,Private,102864,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0.0,0.0,99.0,United-States,<=50K
31.050853525843024,Private,95647,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,4000.0,31.681646156006558,United-States,<=50K
63.972247296416754,Self-emp-inc,303090,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,99999.0,0.0,72.6504510596323,United-States,<=50K
20.0,Local-gov,197371,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,430.9737142759166,1.0,United-States,>50K
90.0,Private,247552,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,3083.742640855198,99.0,United-States,<=50K
20.0,Private,102632,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,99999.0,0.0,99.0,United-States,<=50K
20.0,Private,199915,Some-college,10,Never-married,Other-service,Own-child,White,Female,9723.188604923176,101.28552834766727,1.0,United-States,<=50K
90.0,Private,118853,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,1132.4787160793396,75.31390958883176,United-States,<=50K
90.0,Private,77143,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,Male,99999.0,1489.4027850926147,18.411579756678634,Germany,<=50K
20.971824203620457,State-gov,267989,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,63285.22104561226,0.0,1.0,United-States,>50K
41.49970147304822,Private,301606,Some-college,10,Never-married,Other-service,Own-child,Black,Male,913.5304168522015,0.0,1.0,United-States,<=50K
70.17397988462962,Private,287828,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,99.0,United-States,>50K
20.0,Private,111697,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0.0,4000.0,80.47552927068654,United-States,<=50K
44.87586473537307,Private,114937,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,4000.0,99.0,United-States,>50K
20.0,?,129305,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0.0,0.0,96.54473013321504,United-States,<=50K
90.0,Private,365739,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,99.0,United-States,<=50K
90.0,Private,69621,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,1.0,United-States,<=50K
90.0,Private,43323,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0.0,1605.6054720667494,99.0,United-States,<=50K
20.0,Self-emp-not-inc,120985,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,79172.41855573363,0.0,1.0,United-States,<=50K
57.39394668846235,Private,254202,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,35966.7023598882,4000.0,61.56812820214235,United-States,<=50K
90.0,Private,146195,Assoc-acdm,12,Divorced,Tech-support,Not-in-family,Black,Female,0.0,0.0,99.0,United-States,<=50K
90.0,Federal-gov,125933,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,5471.581077767486,1085.380357954649,86.52441241354938,Iran,>50K
57.59893310688271,Self-emp-not-inc,56920,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,4000.0,27.24446207722655,United-States,<=50K
90.0,Private,163127,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,1.0,United-States,<=50K
20.0,Private,34310,Some-college,10,Never-married,Sales,Own-child,White,Male,99999.0,347.86565533758386,93.09383242524525,United-States,<=50K
20.0,Private,81973,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,99999.0,4000.0,37.379532121520164,United-States,>50K
60.73716462000939,Self-emp-inc,66614,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,13434.67112461168,4000.0,1.0,United-States,<=50K
61.500134924363635,Private,232782,Some-college,10,Never-married,Sales,Own-child,White,Female,99999.0,4000.0,16.526306106797744,United-States,<=50K
20.0,Private,316868,Some-college,10,Never-married,Other-service,Own-child,White,Male,10223.061978712789,0.0,99.0,Mexico,<=50K
20.0,Private,196584,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,3496.4900145386837,48.229362279041375,United-States,>50K
90.0,Private,105376,Some-college,10,Never-married,Tech-support,Other-relative,White,Male,77144.84268328128,360.00633212637973,34.62552849652363,United-States,<=50K
20.0,Private,185814,HS-grad,9,Never-married,Transport-moving,Unmarried,Black,Female,0.0,67.21996901546648,1.0,United-States,<=50K
90.0,Private,175374,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,99999.0,4000.0,36.84950619839406,United-States,<=50K
20.0,Private,108293,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0.0,0.0,99.0,United-States,<=50K
20.0,Private,181232,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,2236.7523091260346,10.322173063065375,United-States,<=50K
90.0,?,174662,Some-college,10,Divorced,?,Not-in-family,White,Female,99999.0,2599.013806922965,38.062785114021985,United-States,<=50K
22.4687540799371,Local-gov,186009,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,33746.41069348381,2157.191861247254,15.743134162983619,Mexico,<=50K
20.0,Private,198183,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,2535.565507255562,66.24482008763215,United-States,<=50K
38.86483362495114,Private,163003,Bachelors,13,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,0.0,4000.0,1.0,Philippines,<=50K
25.938288216402906,Private,296158,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,50320.572914068,4000.0,99.0,United-States,<=50K
90.0,?,252903,HS-grad,9,Divorced,?,Not-in-family,White,Male,99999.0,0.0,1.0,United-States,>50K
20.0,Private,187715,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,99999.0,0.0,35.09053853842855,United-States,<=50K
30.283063999961122,Private,214542,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,77217.10610833114,4000.0,80.85228039331253,United-States,<=50K
20.0,Self-emp-not-inc,494223,Some-college,10,Separated,Sales,Unmarried,Black,Male,45669.11047257541,3402.4418412427017,5.98946144446983,United-States,<=50K
45.12651094034206,Private,191535,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0.0,4000.0,70.4621550797763,United-States,<=50K
90.0,Private,228456,Bachelors,13,Separated,Other-service,Other-relative,Black,Male,99999.0,0.0,86.43904897978436,United-States,<=50K
90.0,?,38317,1st-4th,2,Divorced,?,Not-in-family,White,Female,99999.0,0.0,1.0,United-States,<=50K
21.766900108004435,Private,252752,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0.0,0.0,76.2740007145388,United-States,<=50K
90.0,Self-emp-inc,78374,Masters,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,99999.0,2395.131755328148,55.73871167671712,United-States,<=50K
20.0,Private,88419,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,29005.626223590374,44.109496778021644,17.424926004848437,England,<=50K
20.990659029683087,Self-emp-not-inc,201080,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,1.0,United-States,>50K
29.371861223447045,Private,207157,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0.0,4000.0,1.0,Mexico,<=50K
90.0,Federal-gov,235485,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,55072.029791785746,830.0900696401429,1.0,United-States,<=50K
55.607982920826544,State-gov,102628,Masters,14,Widowed,Protective-serv,Unmarried,White,Male,27678.48279734394,2182.1139900922217,1.0,United-States,<=50K
20.0,Private,25828,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,87912.48715129089,2793.981617755062,1.0,United-States,<=50K
20.0,Local-gov,54826,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White,Female,0.0,0.0,99.0,United-States,<=50K
20.0,Private,124953,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0.0,2656.275707613674,99.0,United-States,<=50K
26.514235286853634,State-gov,175325,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,92333.29989076503,473.0910404272618,99.0,United-States,<=50K
20.0,Private,96062,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0.0,2993.9141754000407,46.51540689074493,United-States,>50K
51.68236202188011,Private,428030,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0.0,4000.0,99.0,United-States,<=50K
90.0,State-gov,149624,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,99.0,United-States,>50K
20.0,Private,253814,HS-grad,9,Married-spouse-absent,Sales,Unmarried,White,Female,0.0,0.0,18.473289542025395,United-States,<=50K
20.0,Private,312956,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,0.0,4000.0,65.8571803211583,United-States,<=50K
56.19428090429193,Private,483777,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0.0,0.0,28.237356612540637,United-States,<=50K
23.840506489167183,Private,183930,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0.0,0.0,99.0,United-States,<=50K
20.0,Private,37274,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,24.050363426084026,United-States,<=50K
20.0,Local-gov,181344,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,4000.0,33.13358145770037,United-States,>50K
20.0,Private,114580,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,3080.1412447221014,40.91475798195151,United-States,<=50K
20.0,Private,633742,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Male,99999.0,0.0,99.0,United-States,<=50K
90.0,Private,286370,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,353.43739193873506,99.0,Mexico,>50K
70.04166428880171,Federal-gov,29054,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,62684.25624147666,3870.807852891556,1.0,United-States,>50K
89.75313747024444,Private,304030,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0.0,2989.6387607021284,1.0,United-States,<=50K
90.0,Self-emp-not-inc,143129,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45.74115429895569,United-States,<=50K
20.0,?,135105,Bachelors,13,Divorced,?,Not-in-family,White,Female,0.0,0.0,1.0,United-States,<=50K
26.016092416871672,Private,99928,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,99999.0,2860.964440291077,1.0,United-States,<=50K
29.03601969121025,State-gov,109567,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,1923.842130423795,76.53901062461418,United-States,>50K
20.0,Private,155222,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0.0,1719.4742655627335,99.0,United-States,<=50K
90.0,Private,159567,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,2888.143450631873,25.227777314158285,United-States,<=50K
58.298977411641644,Local-gov,523910,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,3937.629895929849,99.0,United-States,<=50K
75.03195956275371,Private,120939,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,32346.971912668694,0.0,1.0,United-States,<=50K
